name,latitude,longitude,description,info,type,status
Williams PLC,-5.535653,-35.811535,Size appear community dark hard world lay. Reason data dog industry area. Tv medical hit heavy push.,"{""address"": ""004 Lee Plaza Apt. 334\nKayleeville, VA 02578"", ""website"": ""http://www.tyler-wilson.org/""}",SPORTS_BAR,ACTIVE
"Cole, Gutierrez and Gray",-5.53456277809975,-35.8121245354414,Rich project town cold. Capital information trip business recent mother the forget.,"{""address"": ""7226 Deborah Burg Apt. 792\nSouth Richard, OH 01586"", ""website"": ""https://rodriguez-waters.info/""}",SPORTS_BAR,ACTIVE
Gonzalez Group,-5.429318,-35.85516,West west example their. Resource back list create.,"{""address"": ""2629 Sanders Roads Apt. 728\nHowellland, OR 48185"", ""website"": ""https://sanchez-peters.com/""}",PUB,ACTIVE
"Gonzalez, Moore and Bowman",-4.955602,-37.131264,Performance author number fact. Current something become spend. Hard form head professional.,"{""address"": ""466 Rebecca Corner\nSouth Jesseville, MO 06592"", ""website"": ""https://aguirre-boyd.com/""}",CAFE,ACTIVE
Wilson LLC,-4.83497351368111,-37.2589690983296,Degree trouble house shoulder. Top may last treatment between bad.,"{""address"": ""9081 Richard Meadow\nBrewerview, MN 68577"", ""website"": ""http://jordan.com/""}",ROOFTOP_BAR,ACTIVE
Foster Group,-4.472699,-37.801638,Kind put question several. My simple radio western campaign.,"{""address"": ""378 White Inlet\nSchwartzview, OR 77660"", ""website"": ""http://www.turner.biz/""}",NIGHTCLUB,ACTIVE
Johnson-Rubio,-4.372474,-37.925804,A tend art fill article job administration. Community across old understand. City fall strategy PM.,"{""address"": ""USCGC Garcia\nFPO AP 13657"", ""website"": ""https://lewis-ewing.com/""}",LOUNGE,ACTIVE
Gray PLC,-4.394708,-37.860668,Firm why building senior risk Mrs must. Gas democratic along new.,"{""address"": ""01302 Kelly Harbor\nWest Sarah, CO 76351"", ""website"": ""https://www.caldwell-morales.com/""}",RESTAURANT,ACTIVE
Campos and Sons,-4.236395,-38.083515,Wide across cover claim common huge. Story all usually note. Edge buy point.,"{""address"": ""USCGC Simmons\nFPO AA 82791"", ""website"": ""http://www.anderson-richardson.biz/""}",PUB,ACTIVE
Herrera-Herrera,-4.181251,-38.131474,Resource space fight like fight pick. Car eight family item fight need account. Close begin science business support foreign. Discuss old adult stock trouble.,"{""address"": ""PSC 1383, Box 5564\nAPO AE 40305"", ""website"": ""http://www.henson.com/""}",WINERY,ACTIVE
"Bell, Martinez and Terry",-4.148957,-38.264865,Education put ahead suggest.,"{""address"": ""99640 Guzman Crossing\nNicholasfort, NV 11206"", ""website"": ""http://schneider.com/""}",COCKTAIL_BAR,ACTIVE
"Gibson, Gutierrez and Dunlap",-4.130762,-38.239437,Site full amount. Maintain center might available suffer even conference. Particularly resource leave appear huge back job mind.,"{""address"": ""95568 Billy Islands\nKristophertown, WI 09368"", ""website"": ""http://www.stewart.com/""}",COCKTAIL_BAR,ACTIVE
"Walsh, Martin and Joseph",-4.131133,-38.237386,Sound certainly drop better open a line. Minute campaign serve concern manage system. Recognize theory situation agent.,"{""address"": ""832 Haley Valleys Suite 051\nEast Rodneyberg, MH 73331"", ""website"": ""https://hanson.com/""}",RESTAURANT,ACTIVE
Anderson-Christensen,-4.026748,-38.304364,Major will police rather real article husband side. Cultural send may still whatever allow. Happy be nation staff while wear.,"{""address"": ""78673 Zimmerman Corners Apt. 104\nAliside, NH 89344"", ""website"": ""https://stephens.com/""}",COCKTAIL_BAR,ACTIVE
Baldwin PLC,-3.982005,-38.354332,Baby really deal wrong position hotel than. Somebody represent special short. Glass road reveal go necessary fight.,"{""address"": ""84325 Jackson Trace\nRuiztown, AK 42371"", ""website"": ""https://newman.biz/""}",RESTAURANT,ACTIVE
Grimes-Glass,-3.971906,-38.528419,Role eight red question foreign enough true. Eat book health subject policy wall when. Teach upon huge type light occur.,"{""address"": ""48952 Matthew Knoll Apt. 445\nNew John, PR 18087"", ""website"": ""https://www.smith.org/""}",WINERY,ACTIVE
Green-Pena,-3.976835,-38.611388,Truth fund hundred beyond mouth who.,"{""address"": ""6157 Taylor Station\nPort Richard, TX 90076"", ""website"": ""https://diaz.com/""}",RESTAURANT,ACTIVE
Anderson-Schaefer,-4.047693,-38.635139,Institution car business maintain her run each. Important candidate will loss support major. Say across or least.,"{""address"": ""USNV Hurley\nFPO AP 48443"", ""website"": ""https://www.ramirez.biz/""}",BREWERY,ACTIVE
James-Williams,-4.09981936402001,-38.4952569007874,Instead service growth explain. Score customer table able.,"{""address"": ""50010 Crystal Center\nChaseberg, NV 50045"", ""website"": ""https://www.wang.com/""}",CAFE,ACTIVE
Fisher-Williams,-4.177753,-38.473215,Response together name painting fire both agency. Security interest program land office.,"{""address"": ""PSC 1177, Box 5441\nAPO AP 49808"", ""website"": ""https://www.smith.info/""}",FOOD_TRUCK,ACTIVE
Bender-Riggs,-4.14470637960193,-38.3720563352108,Drop study herself heart. Pick age person away adult difficult. Remember design service woman foot computer act.,"{""address"": ""27730 Michael Orchard Apt. 630\nMcclureborough, NH 72180"", ""website"": ""https://rivera-wolfe.com/""}",BREWERY,ACTIVE
Brown Group,-4.263917,-38.051777,Consider allow way contain. Property example different fall.,"{""address"": ""USNS Marshall\nFPO AA 35947"", ""website"": ""https://johnson.com/""}",RESTAURANT,ACTIVE
Mitchell Inc,-4.305607,-38.008038,Away yourself year five thus health cold. City image issue analysis notice clear six. Positive eat authority improve if.,"{""address"": ""58844 David Lock\nWest Craigview, WA 79536"", ""website"": ""https://www.wells.info/""}",CAFE,ACTIVE
Thompson-Black,-4.595104,-38.21941,Such ask simply. Reason show energy left. Group street term size law under development.,"{""address"": ""37896 Perez Prairie Apt. 187\nJenningsmouth, OR 37616"", ""website"": ""http://chen.com/""}",RESTAURANT,ACTIVE
Joyce-Freeman,-4.57093,-38.363869,Especially interesting dark letter management move discover. Part affect soldier moment. Despite think no sound.,"{""address"": ""37158 Nicholas Mission Suite 286\nAnnaborough, NV 76033"", ""website"": ""http://williamson-rogers.com/""}",NIGHTCLUB,ACTIVE
"Rios, Welch and Hill",-4.516438,-38.566902,Story reduce financial while. Seek authority lay sign television rate that. Story subject little security game police four.,"{""address"": ""424 Winters Ridges\nStewartstad, NE 93026"", ""website"": ""http://davis-jones.com/""}",PUB,ACTIVE
Velez LLC,-4.93815,-37.971095,Individual rule ready win. Similar room including provide.,"{""address"": ""8700 Harris Track\nNew Alyssa, OK 71639"", ""website"": ""https://gibson.com/""}",NIGHTCLUB,ACTIVE
"Hayes, Melton and Hobbs",-4.83310932753488,-37.7823297679424,Western determine business yourself within. Law degree outside as think. Necessary adult report everything.,"{""address"": ""884 Williams Courts Apt. 912\nAnnshire, AK 26065"", ""website"": ""https://www.moyer.info/""}",BREWERY,ACTIVE
Smith and Sons,-4.684642,-37.844616,Nor difficult idea feel.,"{""address"": ""USCGC Ferguson\nFPO AP 35626"", ""website"": ""http://www.barker.biz/""}",LOUNGE,ACTIVE
"Burton, Ramos and Sanchez",-4.681518,-37.823036,Plan later as call. Respond fight team situation goal early generation.,"{""address"": ""3731 Richards Island\nWest Lindsay, PA 22585"", ""website"": ""https://johnson.info/""}",ROOFTOP_BAR,ACTIVE
Powell-Carroll,-4.56608181684612,-37.7667796611786,Until western know shake. Thus within someone including fight. Ok left smile. Determine budget safe.,"{""address"": ""PSC 2102, Box 4306\nAPO AE 45446"", ""website"": ""https://www.richards.biz/""}",COCKTAIL_BAR,ACTIVE
"Shea, Todd and Lopez",-4.564736,-37.77153,Other once eye exist little actually. Last name number arm author low dark product.,"{""address"": ""1206 John Prairie\nSouth Stevenview, NJ 53373"", ""website"": ""https://www.farmer.org/""}",LOUNGE,ACTIVE
Huff-Wong,-4.70937011838434,-37.4945535510778,Ten hair skill compare wall catch need. Easy away catch pressure road common. Let director doctor loss face agreement play.,"{""address"": ""970 Rivers Lodge Apt. 854\nMelaniemouth, NY 02369"", ""website"": ""https://phillips-kim.net/""}",BAR,ACTIVE
Mills Ltd,-5.078453,-37.619319,Fear forward new stay dark page. Both system no reach production audience. Race activity all generation character listen nothing.,"{""address"": ""234 Devon Square\nBradfordhaven, ID 83531"", ""website"": ""https://www.shepherd.com/""}",NIGHTCLUB,ACTIVE
Young-Arias,-5.079875,-37.45916,Task soldier effect oil full learn. As hear character main strategy.,"{""address"": ""8814 Robinson Extensions Apt. 542\nPort Mariah, PR 63115"", ""website"": ""https://johnson-warren.com/""}",FOOD_TRUCK,ACTIVE
Rowe Ltd,-5.187159,-37.356132,Government reach already system more determine himself animal. Perhaps style sign plant recent today response.,"{""address"": ""68868 Lee Village Apt. 686\nNathanside, NV 89035"", ""website"": ""https://www.montes-mcneil.com/""}",NIGHTCLUB,ACTIVE
Rodriguez Ltd,-5.462694,-37.515306,Determine bed west indeed. Among painting parent drop. Book everyone attention data medical.,"{""address"": ""4946 Pitts Roads Suite 316\nEast Peter, IN 74134"", ""website"": ""https://johnson.net/""}",LOUNGE,ACTIVE
"Smith, Martin and Burns",-5.783972,-37.559082,Certain brother tough prevent me. Us perform make meeting get. Put soldier cold bring Democrat produce.,"{""address"": ""2173 Ashley Orchard Suite 929\nEast Karen, DE 85646"", ""website"": ""https://lambert.com/""}",CAFE,ACTIVE
Ramos PLC,-5.858161,-37.311309,Billion seem argue owner. Positive identify say begin real.,"{""address"": ""8704 Ashley Cape Suite 931\nSouth Andrea, FM 08108"", ""website"": ""https://michael-davis.com/""}",RESTAURANT,ACTIVE
Crawford-Jacobson,-6.099239,-37.635169,Least behind cold stuff. Strategy quite produce. Smile that serious water.,"{""address"": ""1464 Jessica Crescent Apt. 909\nSanchezmouth, SC 42345"", ""website"": ""https://wallace.org/""}",FOOD_TRUCK,ACTIVE
"Pope, Walters and Morris",-5.955107,-37.705987,Effect level after wall cell you increase. Leg above reason ground window window. Cost throughout goal scientist. Heart sure another whether indicate him.,"{""address"": ""160 Stephanie Divide Suite 208\nKiaraview, UT 19684"", ""website"": ""https://www.williams-brown.com/""}",PUB,ACTIVE
Hill-Jones,-6.107352,-37.901214,Article anyone eat rise movement newspaper again read. Image economy deep three save what ok. Subject book agent listen speak worker run.,"{""address"": ""PSC 0125, Box 2145\nAPO AP 17979"", ""website"": ""http://gonzalez.org/""}",SPORTS_BAR,ACTIVE
Thompson-Wheeler,-5.982835,-37.814698,Knowledge PM region similar real feeling note box. Store area painting will.,"{""address"": ""397 Anthony Parkway\nPattersonburgh, WY 04289"", ""website"": ""http://www.baxter.com/""}",RESTAURANT,ACTIVE
Conner-Daniel,-5.663194,-37.79828,Trouble ten care where start. Suggest season provide be think he appear.,"{""address"": ""USNS Cross\nFPO AA 37938"", ""website"": ""http://www.krause.com/""}",PUB,ACTIVE
Foster-Anderson,-6.025341,-37.984776,Whom bed effort himself report country. Challenge easy benefit present color mother. Every way her production know bank action.,"{""address"": ""690 John Springs\nSouth Cassieland, UT 65247"", ""website"": ""https://www.russell-knox.net/""}",LOUNGE,ACTIVE
"Hernandez, Thompson and Fowler",-6.108528,-38.212418,Street available else almost affect put. Game new real full value court level. Want rather food top politics guess line. Side life paper.,"{""address"": ""36420 Anthony Court\nWest Bradfurt, ME 62295"", ""website"": ""http://www.harris.net/""}",RESTAURANT,ACTIVE
"Warren, Richards and Williams",-6.05426247054467,-38.461629711112,Anyone whom Republican ball. Newspaper sort concern policy find sure wrong save. Option fund human lead development audience spring. Society certainly fast would personal.,"{""address"": ""206 Cameron Lock\nKevinchester, MH 74461"", ""website"": ""https://welch.com/""}",WINERY,ACTIVE
Arnold and Sons,-5.89737,-38.626289,Nation rate finally policy lot. Mind seek provide. Lot hot improve know board PM prevent. Family set operation popular country identify send your.,"{""address"": ""713 Theresa Rapid\nSouth Amyshire, MO 55936"", ""website"": ""http://graham-ramirez.com/""}",FOOD_TRUCK,ACTIVE
Ingram-Lewis,-5.245799,-38.129425,Education enjoy crime only government tend beautiful. About ask right general agent adult development. Prevent reflect sit century perhaps.,"{""address"": ""36072 Daniel Spur Suite 758\nEast Christopherfort, IL 18076"", ""website"": ""https://banks-lewis.info/""}",NIGHTCLUB,ACTIVE
Caldwell-Boyd,-5.14788,-38.095192,Course quality wear research section leg. It keep skill security term course.,"{""address"": ""724 Rebecca Stream\nAmyfort, IL 26578"", ""website"": ""https://brown.com/""}",ROOFTOP_BAR,ACTIVE
Collins LLC,-5.103315,-38.369888,Use matter read like them white population.,"{""address"": ""1903 Mark Pines\nWest Joseph, UT 29133"", ""website"": ""https://www.harrington.net/""}",RESTAURANT,ACTIVE
"Garcia, Simmons and Garza",-5.109715,-38.367653,On enter inside mission all last early. Could somebody line month money. Almost financial edge large.,"{""address"": ""90516 Smith Wall\nDomingueztown, VI 95332"", ""website"": ""https://castillo-thomas.com/""}",WINERY,ACTIVE
Welch-Middleton,-5.083028,-39.040359,Fine many lot think room toward. Why find knowledge.,"{""address"": ""513 Eric Pine\nDavidstad, MS 14993"", ""website"": ""https://www.collins.net/""}",CAFE,ACTIVE
"Hurley, Cordova and Silva",-5.190382,-39.295771,Run physical visit several once approach near turn. Full career begin. Report sing house.,"{""address"": ""PSC 6881, Box 5125\nAPO AE 79699"", ""website"": ""http://www.duran-carter.com/""}",PUB,ACTIVE
Jefferson-Flowers,-5.30517522242705,-38.9209985733032,Until stop medical reach fast candidate. People meet perhaps particularly collection administration civil. Newspaper like office finish.,"{""address"": ""Unit 9605 Box 0907\nDPO AA 61080"", ""website"": ""http://www.myers-house.com/""}",ROOFTOP_BAR,ACTIVE
Butler-Campbell,-5.297834,-38.921914,Family top scene in drug guess explain. Center suddenly look our personal place. Foreign treatment positive return discussion Republican data arm.,"{""address"": ""49508 Simpson Wells Apt. 046\nSouth Mitchell, WA 26995"", ""website"": ""https://www.clay.com/""}",SPORTS_BAR,ACTIVE
"Newton, Harris and Duncan",-5.60556,-38.770111,Treat people bill take enter. Last stock heart senior bag discover. Several sense brother capital property.,"{""address"": ""785 Melissa Way Suite 373\nKennethtown, NY 45751"", ""website"": ""https://www.schroeder.com/""}",CAFE,ACTIVE
"Donaldson, Flores and Avery",-5.58704150455093,-39.3727925419808,Series very out hundred wind when reflect. Vote buy wrong practice affect.,"{""address"": ""7254 Devin Rest Suite 236\nRodneytown, AK 20779"", ""website"": ""https://anderson.org/""}",WINERY,ACTIVE
Huynh-Finley,-5.526656,-39.491276,Success response action treat guess. Citizen successful person money evening. Current require would firm.,"{""address"": ""205 Oliver Haven Apt. 622\nJessicatown, NH 64355"", ""website"": ""https://harris.org/""}",PUB,ACTIVE
Gonzalez Ltd,-5.803808,-39.417203,Imagine baby view hour reveal carry cup. Be clearly since figure music yes.,"{""address"": ""PSC 1508, Box 5640\nAPO AP 79398"", ""website"": ""https://www.williams.com/""}",BAR,ACTIVE
Martinez Inc,-5.748071,-39.623947,Structure will mother good how contain. Heart necessary appear work sure.,"{""address"": ""Unit 8309 Box 9614\nDPO AA 21696"", ""website"": ""http://wilson.biz/""}",SPORTS_BAR,ACTIVE
